,mapping_rate,reads,ERCC_content,MT_content,num_genes,pass_qc,day,cell_type,batch,bgplvm_2d_0,bgplvm_2d_1,pseudotime,assignment_prob_0,assignment_prob_1,branchtime,day_int,scaled_pseudotime
1771-026-197-C6,73.57,2684479.0,637265.453831,93336.1709209,967,True,0,CD4+ T cell,026-197,1.35054851786,0.546820996392,-1.0957858589651823,0.5005681856095996,0.4994318143904004,0.72,0,0.07323607659008062
1771-026-197-C7,59.7161,2799635.0,593056.8975,103166.384434,1142,True,0,CD4+ T cell,026-197,1.11171837372,0.72799060027,-1.1946343690191346,0.503820489631242,0.4961795103687579,0.72,0,0.04620307714539343
1771-026-197-C8,79.0922,3101217.0,617229.04654,104965.387084,1046,True,0,CD4+ T cell,026-197,1.12959175894,0.457528118045,-1.1352466221293565,0.5006478144067014,0.4993521855932986,0.72,0,0.062444383441425
1771-026-197-D1,74.1077,4828351.0,613475.8926,68394.3549316,1080,True,0,CD4+ T cell,026-197,1.12140049726,-0.00689952376311,-0.9201679748083428,0.5037028016139131,0.4962971983860869,0.72,0,0.12126389372458041
1771-026-197-D2,76.096,3182494.0,543466.6345,63004.14711030001,1120,True,0,CD4+ T cell,026-197,1.02213879313,0.271231184637,-1.1111338962371493,0.5004594076398772,0.4995405923601229,0.72,0,0.06903870949953303
1771-026-197-D3,76.1856,3939071.0,556261.24327,107990.92916400002,1017,True,0,CD4+ T cell,026-197,1.2182627018799999,0.404783398627,-1.093504446174723,0.5007007911067738,0.4992992088932263,0.72,0,0.07385999525778666
1771-026-197-D4,61.2014,5071242.0,600008.045132,61983.98220850001,1144,True,0,CD4+ T cell,026-197,1.1449873379100002,0.605966970773,-1.1648702100250063,0.5017972798749994,0.4982027201250005,0.72,0,0.054342951920649876
1771-026-197-D6,79.1019,2217431.0,614630.1545,95413.0317352,1006,True,0,CD4+ T cell,026-197,1.16381351025,0.142810051982,-1.0021357780061455,0.5025523925194912,0.4974476074805088,0.72,0,0.09884741443603058
1771-026-197-D8,57.9366,2056163.0,716688.94889,186412.074856,851,True,0,CD4+ T cell,026-197,1.6061757863,0.202995029509,-0.9073749210843466,0.4991285365442984,0.5008714634557017,0.72,0,0.12476252626874201
1771-026-197-D9,57.098,3114832.0,645948.00787,68352.26472030001,975,True,0,CD4+ T cell,026-197,1.27985687311,0.3564455047160001,-1.0571150836533725,0.5007772522940596,0.4992227477059406,0.72,0,0.08381172458881321
1771-026-197-E1,66.3499,2653417.0,564116.07406,123120.66507100001,1133,True,0,CD4+ T cell,026-197,1.07964728472,0.447329073666,-1.146931125560958,0.5004821006317193,0.4995178993682808,0.72,0,0.05924891620974364
1771-026-197-E12,77.8268,2803163.0,610206.8780850001,123170.821006,1017,True,0,CD4+ T cell,026-197,1.14320897641,-0.0509004231581,-0.8750687593068873,0.5030894145469714,0.4969105854530285,0.72,0,0.13359758562283203
1771-026-197-E2,62.8678,3394789.0,513886.1155,86180.1196538,1112,True,0,CD4+ T cell,026-197,1.09390011966,0.321333792568,-1.1056902414045622,0.50062533780942,0.4993746621905801,0.72,0,0.0705274352070432
1771-026-197-E3,76.2658,3296120.0,582078.9524399999,83637.3747095,1021,True,0,CD4+ T cell,026-197,1.1857721380700001,0.0213276284981,-0.9139807537538984,0.5029743162227752,0.4970256837772247,0.72,0,0.12295596923727817
1771-026-197-E7,57.958,3494272.0,369169.605,54791.6507265,1718,True,0,CD4+ T cell,026-197,0.501779973877,0.738262181889,-1.3302607507478807,0.506858766529014,0.49314123347098604,0.72,0,0.00911209924439131
1771-026-197-F1,59.4072,3172097.0,490577.7818,103437.877846,1154,True,0,CD4+ T cell,026-197,1.0759698519299998,0.15148834888,-1.0429778363888256,0.5022865729891922,0.4977134270108078,0.72,0,0.08767796594382513
1771-026-197-F10,69.5242,2133670.0,498328.1028,110362.40689700001,1252,True,0,CD4+ T cell,026-197,0.9804893748819999,0.436127732536,-1.1722122690119137,0.4999752744425066,0.5000247255574934,0.72,0,0.05233505239431816
1771-026-197-F11,62.0416,2549664.0,523383.49696,110392.935205,1227,True,0,CD4+ T cell,026-197,0.936099130442,0.284809045268,-1.1424103796628675,0.499522285767998,0.5004777142320019,0.72,0,0.06048524563227059
1771-026-197-F2,55.1162,3545059.0,626201.328008,48613.0386385,923,True,0,CD4+ T cell,026-197,1.4610782522699999,0.337148891977,-0.9932722739750532,0.4998682933334371,0.5001317066665629,0.72,0,0.10127139735109647
1771-026-197-F3,58.702,3459632.0,542463.282352,126923.799324,1137,True,0,CD4+ T cell,026-197,1.09810861598,0.57861045817,-1.1714585370455315,0.5015566191621053,0.4984433808378947,0.72,0,0.052541182317951116
1771-026-197-F4,73.8126,3766285.0,558904.101182,54959.440836199996,1129,True,0,CD4+ T cell,026-197,0.998234523848,0.238073980445,-1.1066496306374842,0.5005527505299927,0.4994472494700073,0.72,0,0.0702650623236617
1771-026-197-F6,75.1639,3250568.0,544571.642558,98172.5337755,1105,True,0,CD4+ T cell,026-197,1.06277293715,-0.0557126819284,-0.9071291028710604,0.5042980985595324,0.4957019014404676,0.72,0,0.12482975240720005
1771-026-197-F7,73.2848,3814629.0,830467.4948399998,54631.797777600004,539,True,0,CD4+ T cell,026-197,1.79538488882,0.203490454378,-0.8822127635093606,0.497992156693706,0.502007843306294,0.72,0,0.13164384993644793
1771-026-197-F8,54.1988,4665858.0,594449.8849770001,101185.749035,1134,True,0,CD4+ T cell,026-197,1.1926973893600001,0.43375666982100003,-1.1101047665232,0.5006798333659862,0.4993201666340138,0.72,0,0.06932015494540285
1771-026-197-G1,77.0438,2401766.0,600524.64433,114457.296158,882,True,0,CD4+ T cell,026-197,1.27646695361,0.16261222351399998,-0.9690833294017416,0.5018528604613214,0.4981471395386786,0.72,0,0.10788656762388056
1771-026-197-G12,64.7867,3590769.0,564803.951172,107425.307001,1029,True,0,CD4+ T cell,026-197,1.17840022964,0.18657018764000002,-1.0204822203326194,0.5020941333637086,0.4979058666362914,0.72,0,0.09383004629408433
1771-026-197-G2,65.3781,2977250.0,630974.3175,62110.661448,992,True,0,CD4+ T cell,026-197,1.24217969646,0.431037291898,-1.094208531709005,0.5006702742206021,0.4993297257793979,0.72,0,0.07366744259465732
1771-026-197-G3,73.1232,2969007.0,442620.98642,79938.7901609,1266,True,0,CD4+ T cell,026-197,0.849087068979,0.47548906581999995,-1.2173129525098318,0.499559988605846,0.500440011394154,0.72,0,0.04000095902974663
1771-026-197-G4,71.827,2665988.0,574849.6341,88507.26080369997,1062,True,0,CD4+ T cell,026-197,1.14358376625,0.342625342685,-1.096936688301704,0.5007441951045996,0.4992558048954004,0.72,0,0.07292134884357093
1771-026-197-G5,79.1414,2688941.0,760827.252202,15236.3276799,556,True,0,CD4+ T cell,026-197,1.56204280379,-0.256151896421,-0.723253230348137,0.5002907684190191,0.499709231580981,0.72,0,0.1751159565906572
1771-026-197-G6,69.961,3977681.0,633637.335164,106364.232163,961,True,0,CD4+ T cell,026-197,1.25884263946,0.37483595599799996,-1.0704245057341553,0.5007478430764255,0.4992521569235746,0.72,0,0.08017187610224998
1771-026-197-G7,65.8239,5581610.0,637871.067826,58562.9371819,791,True,0,CD4+ T cell,026-197,1.39024405063,0.0967555888427,-0.8998898342006239,0.5009709513463803,0.4990290486536198,0.72,0,0.12680954093250044
1771-026-197-G9,73.7304,3144122.0,715961.9837600002,28373.963768999998,713,True,0,CD4+ T cell,026-197,1.52697357928,0.0454847069769,-0.8529045422292003,0.5000406692093944,0.4999593307906056,0.72,0,0.1396590352858164
1771-026-197-H10,65.2551,4953661.0,527500.71827,94232.2211178,1161,True,0,CD4+ T cell,026-197,1.04886584476,0.436012018998,-1.1529029652502671,0.5003185645810491,0.499681435418951,0.72,0,0.05761574299431792
1771-026-197-H11,73.1252,2788723.0,673467.89135,73301.2234383,947,True,0,CD4+ T cell,026-197,1.26274382723,0.332359967578,-1.0537619670518483,0.5009134443530904,0.4990865556469096,0.72,0,0.08472873182723793
1771-026-197-H12,70.9971,1392474.0,694140.52433,198097.125589,798,True,0,CD4+ T cell,026-197,1.47997928183,0.130663009701,-0.8979905955602678,0.5002026472425645,0.4997973527574355,0.72,0,0.1273289429657941
1771-026-197-H2,67.9829,3792778.0,543969.677945,109772.786247,1144,True,0,CD4+ T cell,026-197,1.0817475808299999,0.44742643542300004,-1.1463878560897516,0.5004889815707877,0.4995110184292124,0.72,0,0.059397489044128525
1771-026-197-H5,60.4208,3837022.0,699233.512112,61247.4781863,799,True,0,CD4+ T cell,026-197,1.50985459326,0.21505504169700002,-0.92994587397358,0.4997969235070528,0.5002030764929474,0.72,0,0.11858984287080634
1771-026-197-H6,66.6012,3747673.0,645704.36126,169511.15738299998,1005,True,0,CD4+ T cell,026-197,1.31293692831,0.27162152931600003,-1.0109185964559866,0.501068947661734,0.498931052338266,0.72,0,0.09644549733937678
1771-026-197-H8,74.9279,3348585.0,435945.9471,89846.46547139998,1283,True,0,CD4+ T cell,026-197,0.8452150666410001,0.35157832843599995,-1.1897864706875767,0.4983829551038438,0.5016170448961562,0.72,0,0.04752887591396742
1771-026-197-H9,75.6054,2810962.0,799521.67849,162422.94137000002,552,True,0,CD4+ T cell,026-197,1.8611373604900003,0.361423877799,-0.9262294622656296,0.4968842424274583,0.5031157575725418,0.72,0,0.1196062037201749
1771-026-198-A1,65.9346,4070491.0,442175.73911,30617.851100200005,1667,True,7,CD4+ T cell,026-198,0.32371935701,0.5839566586680001,2.2291450309818552,0.9254900216776744,0.07450997832232563,0.72,4,0.9825351125846831
1771-026-198-A10,71.4342,2612064.0,422345.1374,38183.4235385,1567,True,7,CD4+ T cell,026-198,0.46771909013999996,1.9181022971200001,2.147413626879712,0.12687460399181566,0.8731253960081844,0.72,4,0.960183283502982
1771-026-198-A11,75.8597,2061908.0,371023.05918000004,20083.1247202,2041,True,7,CD4+ T cell,026-198,0.00813226844912,1.1596167514700002,2.024118057984172,0.8410688314577348,0.15893116854226527,0.72,4,0.9264645249332646
1771-026-198-A12,71.3692,3190545.0,297665.342634,73848.9272539,2134,True,7,CD4+ T cell,026-198,-0.19608199892,1.79485889186,1.9080848274670985,0.15934992057231126,0.8406500794276888,0.72,4,0.8947318639713415
1771-026-198-A2,73.149,3345290.0,363459.22540399997,4010.46013645,2078,True,7,CD4+ T cell,026-198,-0.10816951924000001,1.1845814702500002,1.9067044299964515,0.8138533909369491,0.1861466090630511,0.72,4,0.8943543541430488
1771-026-198-A3,70.4733,3770943.0,546770.4293,61550.87095619999,1554,True,7,CD4+ T cell,026-198,0.7903562780419999,1.96687921051,2.2029192186401496,0.11786623853037265,0.8821337614696273,0.72,4,0.9753629015914892
1771-026-198-A4,55.6574,3680252.0,331120.776588,80896.222872,2321,True,7,CD4+ T cell,026-198,-0.18587534315499998,1.69179261821,1.9044677200022684,0.2192438522653797,0.7807561477346203,0.72,4,0.8937426607548766
1771-026-198-A6,72.8043,2866276.0,308692.251844,61588.99982590001,2232,True,7,CD4+ T cell,026-198,-0.23237660866,0.807202430521,1.7751426889355877,0.8991076001385621,0.10089239986143812,0.72,4,0.8583749704264987
1771-026-198-A7,72.3484,2531729.0,393020.92215,31207.162459400013,1902,True,7,CD4+ T cell,026-198,0.035161957177800005,1.24319551923,2.035318973382962,0.7934316449378217,0.2065683550621783,0.72,4,0.9295277409553391
1771-026-198-A9,63.7938,2449400.0,370426.38453000004,46361.4576586,1860,True,7,CD4+ T cell,026-198,0.264179428008,2.0445473444799998,2.085411808770528,0.0948840499458335,0.9051159500541666,0.72,4,0.9432270834186274
1771-026-198-B10,75.1958,2548089.0,258191.52858,60326.70912560001,2536,True,7,CD4+ T cell,026-198,-0.744129167974,0.830245524754,1.573451770625875,0.7539561181709659,0.2460438818290341,0.72,4,0.8032167239371081
1771-026-198-B11,72.5945,3992448.0,390117.93807,37755.1686625,1848,True,7,CD4+ T cell,026-198,0.19931164052499997,2.07582467788,2.063734139792565,0.08865588153788886,0.9113441184621112,0.72,4,0.9372986944816213
1771-026-198-B12,61.2154,3388452.0,587645.7127800001,63397.9958727,1404,True,7,CD4+ T cell,026-198,0.790492427863,1.5223455199899998,2.236668369261801,0.3780390221486801,0.6219609778513197,0.72,4,0.9845925882050336
1771-026-198-B2,60.2064,3690296.0,383084.74546,67970.91148099999,2045,True,7,CD4+ T cell,026-198,-0.0469427182839,0.941890763754,1.9955081468710905,0.9058335003106172,0.09416649968938264,0.72,4,0.9186403128049243
1771-026-198-B3,67.8749,2997494.0,230463.47836399998,64729.2620413,2473,True,7,CD4+ T cell,026-198,-0.497606934183,1.95709546175,1.8209027201700747,0.1019213721494529,0.8980786278505472,0.72,4,0.8708893816025051
1771-026-198-B4,72.2658,4103331.0,415404.907914,74124.92815339999,1746,True,7,CD4+ T cell,026-198,0.21969498479400001,0.9409951283820001,2.1559003105734083,0.8899191173676786,0.1100808826323214,0.72,4,0.9625042139394016
1771-026-198-B5,65.0717,3281108.0,455042.5402,67347.0715472,1679,True,7,CD4+ T cell,026-198,0.355865006972,0.8633355118799999,2.2123145895188583,0.8906084604110435,0.10939153958895646,0.72,4,0.9779323389619476
1771-026-198-B7,68.7108,3782967.0,530929.0450899999,19754.4307743,1299,True,7,CD4+ T cell,026-198,0.7687848299179999,1.64055184391,2.223756426139984,0.2674843687900878,0.7325156312099123,0.72,4,0.9810614418979077
1771-026-198-B8,53.3043,3836031.0,338748.11337,62830.65789069999,2101,True,7,CD4+ T cell,026-198,-0.13440012201999998,0.27531856545600003,1.7097064512152182,0.9427647743301386,0.057235225669861466,0.72,4,0.8404795284315545
1771-026-198-B9,71.0302,2153366.0,282835.45963,80964.7713381,2121,True,7,CD4+ T cell,026-198,-0.155028530523,1.7374160946900001,1.9205296154297025,0.19166941863015688,0.808330581369843,0.72,4,0.8981352531159902
1771-026-198-C1,54.4563,4383683.0,337415.96629,132862.342568,2025,True,7,CD4+ T cell,026-198,0.146393357926,1.37675245411,2.0873508827139973,0.6549158670292008,0.34508413297079915,0.72,4,0.9437573795739099
1771-026-198-C10,79.5852,3394065.0,760203.3138850002,36835.0996286,851,True,7,CD4+ T cell,026-198,1.22840144312,0.855861628611,-1.1434078168795527,0.5031222047735375,0.4968777952264624,0.72,4,0.060212467421349204
1771-026-198-C4,68.4162,4060431.0,302995.22698000004,85192.36065660001,2183,True,7,CD4+ T cell,026-198,-0.201395646707,1.9282869895599997,1.9148719061223225,0.11376015115087085,0.8862398488491292,0.72,4,0.8965879879879561
1771-026-198-C5,59.636,4679497.0,504789.25251099997,67420.0856122,1666,True,7,CD4+ T cell,026-198,0.38265822337399996,0.958222382375,2.2106441139812514,0.8686753176429995,0.13132468235700046,0.72,4,0.9774754988511979
1771-026-198-C6,69.3511,3521581.0,262661.829335,43371.2069855,2429,True,7,CD4+ T cell,026-198,-0.5445987173529999,1.76456844167,1.7872436440332091,0.15342071930641987,0.8465792806935801,0.72,4,0.8616843284760599
1771-026-198-C7,66.087,3132594.0,251612.86433200003,109084.419948,2332,True,7,CD4+ T cell,026-198,-0.41790382854900004,0.8087599565000001,1.6889240631369031,0.864118210937145,0.135881789062855,0.72,4,0.8347959800900192
1771-026-198-C8,68.9471,3598865.0,349773.92088600004,46467.3987585,1958,True,7,CD4+ T cell,026-198,0.159866663676,2.18917465584,2.048378676357311,0.07255497641878247,0.9274450235812176,0.72,4,0.9330992964907808
1771-026-198-C9,64.5473,2890776.0,337755.854216,60662.9963285,1858,True,7,CD4+ T cell,026-198,0.243786624067,2.16136841233,2.074801278270602,0.07672702189372557,0.9232729781062744,0.72,4,0.9403253253146784
1771-026-198-D10,73.3341,3794558.0,595906.98418,54554.238263900006,1211,True,7,CD4+ T cell,026-198,0.862552596107,1.03818610956,2.2930069084918396,0.7878212663945047,0.21217873360549536,0.72,4,1.0
1771-026-198-D12,72.653,2994530.0,432917.74066400004,54105.3693466,1734,True,7,CD4+ T cell,026-198,0.214127951208,1.7168221843,2.086792955206733,0.22000619970326066,0.7799938002967394,0.72,4,0.9436047980733306
1771-026-198-D2,67.7853,3841894.0,369831.80365,81621.28860419999,1872,True,7,CD4+ T cell,026-198,0.157080577316,1.11833524077,2.11648367517391,0.8455945912242643,0.15440540877573575,0.72,4,0.9517245888111675
1771-026-198-D3,70.5626,3476437.0,341248.9789,70115.858575,2042,True,7,CD4+ T cell,026-198,0.0102392934846,1.70051580494,1.9942241483010479,0.22870735582791396,0.7712926441720861,0.72,4,0.9182891660591413
1771-026-198-D4,71.5972,3122289.0,361257.027043,87848.79212360001,1986,True,7,CD4+ T cell,026-198,0.00667481432337,1.5888252425999998,1.9926824102509069,0.34601670206437324,0.6539832979356267,0.72,4,0.9178675329578375
1771-026-198-D6,74.0735,3681043.0,419531.39671,67193.27356080001,1847,True,7,CD4+ T cell,026-198,0.08502674441510001,0.962453981399,2.092506313845482,0.8965516356486498,0.10344836435135016,0.72,4,0.945167282129229
1771-026-198-D7,78.3975,2977245.0,500918.99125,26795.996823299996,1564,True,7,CD4+ T cell,026-198,0.35877931529600005,0.960725121653,2.203078878365582,0.8708930518516937,0.12910694814830626,0.72,4,0.9754065651860806
1771-026-198-D8,55.4547,2167754.0,334847.33757,83658.2504147,2256,True,7,CD4+ T cell,026-198,-0.20560808260699998,1.29179122462,1.8596855669763035,0.7037064880062575,0.2962935119937425,0.72,4,0.881495678810262
1771-026-198-D9,66.6507,2935139.0,463809.64188999997,69033.38717589999,1712,True,7,CD4+ T cell,026-198,0.35354786814000005,1.36770511361,2.163307013325884,0.6276261134100127,0.3723738865899872,0.72,4,0.9645297921831743
1771-026-198-E1,67.4156,5389284.0,356061.811355,76227.61480089999,1988,True,7,CD4+ T cell,026-198,0.08395539273409999,1.7508614512799998,2.029038450800089,0.19547236235140408,0.8045276376485959,0.72,4,0.9278101494266204
1771-026-198-E11,55.7048,3513520.0,565627.408753,108077.64850899999,1497,True,7,CD4+ T cell,026-198,0.767386289624,1.54687025208,2.231325882057073,0.35337029238176104,0.6466297076182389,0.72,4,0.9831315297271686
1771-026-198-E12,76.9014,3708030.0,411504.45201,16015.0231351,1739,True,7,CD4+ T cell,026-198,0.264432221674,2.00855189228,2.0872286355275014,0.10199260817174913,0.8980073918282508,0.72,4,0.9437239475259926
1771-026-198-E2,65.1174,3430029.0,376091.947642,42584.53036100001,1903,True,7,CD4+ T cell,026-198,0.149058367493,2.06323286246,2.047206237994219,0.09021494836990812,0.909785051630092,0.72,4,0.9327786591275965
1771-026-198-E3,61.5178,3645297.0,500705.95265,135240.98276500002,1769,True,7,CD4+ T cell,026-198,0.498688873733,1.63433549466,2.17582504165151,0.2807217500864954,0.7192782499135046,0.72,4,0.9679532110348144
1771-026-198-E4,46.6232,3510657.0,398223.96954,84107.05867839999,2026,True,7,CD4+ T cell,026-198,0.09488292731289999,0.621263564472,2.10344789117214,0.9398842138010218,0.06011578619897825,0.72,4,0.9481595746143064
1771-026-198-E5,62.58600000000001,3663699.0,447025.319661,94261.08231510001,1772,True,7,CD4+ T cell,026-198,0.185997001284,1.7446992220200002,2.073835635280942,0.20083818962291414,0.7991618103770858,0.72,4,0.9400612421596668
1771-026-198-E7,77.1536,3206392.0,478380.01838,48864.2782993,1467,True,7,CD4+ T cell,026-198,0.481396392201,1.34889914871,2.19743112851586,0.6252408834524256,0.3747591165475744,0.72,4,0.9738620237613494
1771-026-198-E9,73.0716,2997318.0,324769.726436,29741.333047400003,2010,True,7,CD4+ T cell,026-198,0.0167792904705,2.26559698384,2.00236846180143,0.06363379892452216,0.9363662010754776,0.72,4,0.9205164654105735
1771-026-198-F1,69.0904,4250628.0,653069.91559,186995.382897,1393,True,7,CD4+ T cell,026-198,0.954645989165,1.5194668859799998,2.256924841825399,0.3720839375868182,0.6279160624131818,0.72,4,0.9901323096562136
1771-026-198-F10,73.7634,3162841.0,519570.744834,30189.9989385,1346,True,7,CD4+ T cell,026-198,0.638932832128,1.64767004496,2.2024105103244405,0.2647627667820869,0.7352372332179129,0.72,4,0.9752237805100631
1771-026-198-F2,73.7344,3723644.0,470559.19806,54744.55646460001,1620,True,7,CD4+ T cell,026-198,0.402632574215,1.0545250844299998,2.206711757701088,0.8384213487079129,0.16157865129208718,0.72,4,0.9764000816792046
1771-026-198-F3,64.6885,3670863.0,365540.76681999996,163957.909422,1893,True,7,CD4+ T cell,026-198,0.15291001869100002,1.24613289253,2.1030648214393204,0.7785441950630975,0.22145580493690256,0.72,4,0.9480548130567581
1771-026-198-F4,64.0583,2743363.0,213027.332703,97766.90563139999,2919,True,7,CD4+ T cell,026-198,-1.03375944942,0.735703199744,1.4618522664301496,0.6447018013959048,0.35529819860409523,0.72,4,0.7726965943640494
1771-026-198-F5,80.3157,3546910.0,917072.5865389999,27179.937209500004,437,True,7,CD4+ T cell,026-198,1.83429774448,0.08307786953639999,-0.8056189700045071,0.4969456489019098,0.5030543510980903,0.72,4,0.1525906500061006
1771-026-198-F6,62.486999999999995,2395762.0,168376.980046,68556.2250542,3310,True,7,CD4+ T cell,026-198,-1.64080186942,1.02455116166,1.3950414228863983,0.3756104452344482,0.6243895547655518,0.72,4,0.7544252264351698
1771-026-198-F7,68.5744,3265566.0,403645.27315900003,79292.0454427,1787,True,7,CD4+ T cell,026-198,0.19858288774799998,1.8215009744400001,2.0742598548714954,0.15931540483385892,0.8406845951661409,0.72,4,0.9401772573423903
1771-026-198-F8,63.4579,3414329.0,590427.818205,102227.784772,1417,True,7,CD4+ T cell,026-198,0.750735465044,1.33763900756,2.247750961333487,0.5937153511676092,0.4062846488323907,0.72,4,0.987623445272642
1771-026-198-F9,65.0317,3462932.0,431623.348512,35901.1490327,1802,True,7,CD4+ T cell,026-198,0.258930983054,1.9449795572400002,2.0886352246611883,0.11699143587187025,0.8830085641281297,0.72,4,0.9441086202261589
1771-026-198-G1,74.9453,4902411.0,290546.527854,27507.487596,2074,True,7,CD4+ T cell,026-198,0.07965783006249999,2.46731352208,2.0229107928917944,0.04946380176142323,0.9505361982385768,0.72,4,0.9261343631882465
1771-026-198-G11,61.1182,4082438.0,579685.94343,55965.60719169999,1177,True,7,CD4+ T cell,026-198,0.931718219052,0.445583743873,-1.1197656130700535,0.5006771533712172,0.4993228466287828,0.72,4,0.06667811553384516
1771-026-198-G12,68.6598,3385587.0,605034.72892,65455.02403099999,1180,True,7,CD4+ T cell,026-198,0.8096027184319999,0.33253184935400004,-1.1164416859861388,0.5004438138135018,0.4995561861864983,0.72,4,0.067587140049891
1771-026-198-G3,56.7101,3515768.0,252407.70101999998,35368.4376426,2331,True,7,CD4+ T cell,026-198,-0.100776734219,2.61713305375,1.975468528471336,0.04168987840262323,0.9583101215973768,0.72,4,0.91315989643065
1771-026-198-G5,76.5317,3491952.0,376093.76903,7597.16667519,1830,True,7,CD4+ T cell,026-198,0.119341308563,2.05714398335,2.0369254198111157,0.09093398173127558,0.9090660182687244,0.72,4,0.9299670704442358
1771-026-198-G6,76.613,3531894.0,332608.04651,92744.198565,1998,True,7,CD4+ T cell,026-198,0.07472957937699999,2.2887367209700002,2.020891866556018,0.06194154493366344,0.9380584550663368,0.72,4,0.9255822290742965
1771-026-198-H1,69.6584,332283.0,164177.49712,5600.60759863,2152,True,7,CD4+ T cell,026-198,0.000486690748917,1.8908484845400002,1.9914394714617705,0.1290034614089029,0.870996538591097,0.72,4,0.9175276152031019
1771-026-198-H10,77.9345,4161608.0,651588.04212,64516.1172098,621,True,7,CD4+ T cell,026-198,1.50863857656,-0.022127394232,-0.7846841192044446,0.4982723205401025,0.5017276794598975,0.72,4,0.1583158937122911
1771-026-198-H11,72.3721,3759263.0,389876.724208,41280.594818,983,True,7,CD4+ T cell,026-198,1.0968661637600001,1.4149072754499998,2.2788460186994532,0.4756465933204431,0.524353406679557,0.72,4,0.9961272929082601
1771-026-198-H2,53.1493,497841.0,632199.31226,55043.6814543,1382,True,7,CD4+ T cell,026-198,0.9648304069760001,1.37355836217,2.270484155302816,0.5304839076087228,0.4695160923912773,0.72,4,0.9938404982116636
1771-026-198-H4,2.49667,1591801.0,360801.3373,81256.7392269,1253,True,7,CD4+ T cell,026-198,0.998506846956,0.837971679153,-1.1895622455991999,0.5052407753179292,0.4947592246820709,0.72,4,0.04759019678452245
1771-026-198-H5,57.1925,1001463.0,396237.5078,46026.86676530001,1479,True,7,CD4+ T cell,026-198,0.591641668706,1.8532954151900003,2.177894366096992,0.14934960137370204,0.8506503986262979,0.72,4,0.9685191279773666
1771-026-198-H7,64.8414,1277179.0,310461.09343,81846.20015219999,2205,True,7,CD4+ T cell,026-198,-0.20266142478799998,0.897857406477,1.808102447675524,0.8895430616451858,0.1104569383548142,0.72,4,0.8673887748756239
1771-026-198-H8,67.0157,2771213.0,308442.205218,58688.268590199994,1924,True,7,CD4+ T cell,026-198,0.0798575144042,2.21336496177,2.0224351002419154,0.06920630986839256,0.9307936901316076,0.72,4,0.9260042712006891
1771-026-198-H9,67.6786,3505080.0,526991.579014,45442.77677,1385,True,7,CD4+ T cell,026-198,0.685498759823,1.66270613474,2.209157574385673,0.2520092517512433,0.7479907482487568,0.72,4,0.9770689613723847
1771-030-012-A1,73.2234,1942921.0,516741.31329799996,55672.525875900006,1679,True,2,CD4+ T cell,030-012,-0.09334334663680001,-2.0534505301299997,0.1404156302867786,0.4598001014326398,0.5401998985673601,0.72,1,0.41131132076148813
1771-030-012-A8,73.2838,1030661.0,777397.067983,79016.356552,938,True,2,CD4+ T cell,030-012,1.17990386066,-0.39628623890799997,-0.6405362516563441,0.4996723785973802,0.5003276214026198,0.72,1,0.19773731970296884
1771-030-012-B12,77.6046,2760326.0,587982.696489,23684.7250495,1189,True,2,CD4+ T cell,030-012,0.392264201149,-2.10836828594,0.01160590607774224,0.4527488361378503,0.5472511638621497,0.72,1,0.3760845560777046
1771-030-012-B2,73.5088,2117569.0,707773.5478439998,8203.59647546,957,True,2,CD4+ T cell,030-012,0.740680974921,-1.83346423575,-0.10440985657111244,0.4827138817543126,0.5172861182456875,0.72,1,0.34435667221228605
1771-030-012-B3,68.6538,2344104.0,682545.4802989999,15115.0177631,858,True,2,CD4+ T cell,030-012,1.01582535015,-0.8730758688700001,-0.3970025086851223,0.5078478932890914,0.4921521067109087,0.72,1,0.26433870332433385
1771-030-012-B7,71.6057,1739641.0,818800.86353,23254.8451552,758,True,2,CD4+ T cell,030-012,1.4293135136000001,-0.403976875215,-0.6511696175661521,0.5000270108632188,0.4999729891367812,0.72,1,0.19482931659216726
1771-030-012-B8,69.5409,1254974.0,813948.8940000002,24605.766401900004,619,True,2,CD4+ T cell,030-012,1.5109299523100002,-0.827865872447,-0.50400432073945,0.5007519937912528,0.4992480062087473,0.72,1,0.23507594636151904
1771-030-012-B9,66.9959,1816269.0,720123.558347,19848.8381849,1039,True,2,CD4+ T cell,030-012,0.860190408509,-1.8776525611900001,-0.12923659867370474,0.4752773465854277,0.5247226534145724,0.72,1,0.3375670776588987
1771-030-012-C1,70.4609,1668498.0,577829.12146,60829.1246315,1333,True,2,CD4+ T cell,030-012,0.287481925583,-1.6303174078600002,0.00709499546747815,0.5279281073016567,0.4720718926983434,0.72,1,0.37485091640062956
1771-030-012-C11,72.1103,2543459.0,731636.443695,87312.2688272,922,True,2,CD4+ T cell,030-012,1.0090212102200002,-0.43493906980700003,-0.6038356539160054,0.499648944555424,0.500351055444576,0.72,1,0.20777416535489374
1771-030-012-C12,78.8693,1002670.0,917918.93975,14707.2620139,426,True,2,CD4+ T cell,030-012,1.73981968137,-0.9014152946189999,-0.5102363093567458,0.5000877028214895,0.4999122971785106,0.72,1,0.23337162785698415
1771-030-012-C2,74.9695,2444981.0,550879.357543,49595.5291489,1455,True,2,CD4+ T cell,030-012,0.09472559084180003,-2.2072491397,0.09308837761874307,0.4332705941377682,0.5667294058622317,0.72,1,0.3983683073119655
